Nome do Autor1;Nome do Autor2;Ano;Título da Produção;Subtipo da Produção;Linha de Pesquisa;Categoria
CLAUDIO REYNALDO BARBOSA DE SOUZA;HUGO SABA PEREIRA CARDOSO;2016;PESQUISA APLICADA & INOVAÇÃO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
EDUARDO MANUEL DE FREITAS JORGE;HUGO SABA PEREIRA CARDOSO;2016;PESQUISA APLICADA & INOVAÇÃO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
ALFREDO EURICO RODRIGUES MATTA;ARIVALDO LEAO DE AMORIM;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ALFREDO EURICO RODRIGUES MATTA;EDIVALDO MACHADO BOAVENTURA;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ALFREDO EURICO RODRIGUES MATTA;FRANCISCA DE PAULA S DA SILVA;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ARIVALDO LEAO DE AMORIM;EDIVALDO MACHADO BOAVENTURA;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ARIVALDO LEAO DE AMORIM;FRANCISCA DE PAULA S DA SILVA;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
EDIVALDO MACHADO BOAVENTURA;FRANCISCA DE PAULA S DA SILVA;2016;PESQUISA FORMAÇÃO ALFABETIZAÇÃO E DIREITOS EM EDUCAÇÃO DE JOVENS E ADULTOS;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
EDNEI OTAVIO DA PURIFICACAO SANTOS;EDNEI OTAVIO DA PURIFICACAO SANTOS;2016;PIERRE VERGER E O PROJETO COLÚMBIA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA MARIA FERREIRA MENEZES;MANOEL JUSTINIANO MELO DA FONSECA;2016;POLÍTICAS PÚBLICAS DE INCLUSÃO SOCIAL UMA ANÁLISE À LUZ DA GESTÃO DO CONHECIMENTO DO CAPITAL SOCIAL E DO DESENVOLVIMENTO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ADELMO DE SOUZA XAVIER;ADELMO DE SOUZA XAVIER;2016;POR UMA EDUCAÇÃO LINGUÍSTICA ETNICAMENTE SENSÍVEL PRODUÇÃO E APLICAÇÃO DE MATERIAIS DIDÁTICOS DE INGLÊS EM TURMAS DE AFROBRASILEIROS;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ALFREDO EURICO RODRIGUES MATTA;SUELI DA SILVA XAVIER CABALERO;2016;POSSIBILIDADES DE UTILIZAÇÃO DO JOGO RPG BY MOODLE NA EDUCAÇÃO ESCOLAR;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ANA MARIA FERREIRA MENEZES;ARLINDO DE ARAUJO PITOMBO;2016;PRÁTICAS DE GESTÃO DO CONHECIMENTO E EFICIÊNCIA ANÁLISE DAS SALAS DIGITAIS DE CIDADANIA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;HERNANE BORGES DE BARROS PEREIRA;2016;PREFÁCIO DO LIVRO TECNOLOGIAS APLICADAS À SAÚDE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2016;PRESSUPOSTOS HISTÓRICOS E TEÓRICOS DA PROPRIEDADE INTELECTUAL NO BRASIL;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2016;PRESSUPOSTOS TEÓRICOS E HISTÓRICOS DA PROPRIEDADE INTELECTUAL NA LEGISLAÇÃO BRASILEIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ALESSANDRO MALPASSO;MARIA DE FATIMA HENRIQUE CAMPOS;2016;PROCESSOS EDUCATIVOS NO CANDOMBLÉ NA MANIFESTAÇÃO E INCORPORAÇÃO DO TRANSE NA FESTA DO XIRÊ;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANDREIA DE ARAUJO GUIMARAES;HUGO SABA PEREIRA CARDOSO;2016;PRODUÇÃO DE PATENTES NA REGIÃO NORDESTE UM ESTUDO COMPARATIVO ENTRE INSTITUÍÇÕES DE ENSINO SUPERIOR PÚBLICAS NO PERÍODO DE 2002 A 2012;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
ANDREIA DE ARAUJO GUIMARAES;MARCIO LUIS VALENCA ARAUJO;2016;PRODUÇÃO DE PATENTES NA REGIÃO NORDESTE UM ESTUDO COMPARATIVO ENTRE INSTITUÍÇÕES DE ENSINO SUPERIOR PÚBLICAS NO PERÍODO DE 2002 A 2012;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
HUGO SABA PEREIRA CARDOSO;MARCIO LUIS VALENCA ARAUJO;2016;PRODUÇÃO DE PATENTES NA REGIÃO NORDESTE UM ESTUDO COMPARATIVO ENTRE INSTITUÍÇÕES DE ENSINO SUPERIOR PÚBLICAS NO PERÍODO DE 2002 A 2012;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Participante Externo
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2016;PRODUÇÃO DO CONHECIMENTO PARA QUE E PARA QUEM A EXPERIÊNCIA DO OBSERVATÓRIO DA EDUCAÇÃO CIDADANIA E VIOLÊNCIA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA CELESTE DA CRUZ DAVID;MARIA DE FATIMA HENRIQUE CAMPOS;2016;PROGRAMA NACIONAL DE INCUBADORAS TECNOLÓGICAS DE COOPERATIVAS E EMPREENDIMENTOS SOLIDÁRIOS COMO POLÍTICA PÚBLICA DE INCENTIVO À ECONOMIA SOLIDÁRIA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CAMILA CUNHA BORGES;LEANDRO BRITO SANTOS;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CAMILA CUNHA BORGES;ROBERTO LUIZ SOUZA MONTEIRO;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CAMILA CUNHA BORGES;TEREZA KELLY GOMES CARNEIRO;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
LEANDRO BRITO SANTOS;ROBERTO LUIZ SOUZA MONTEIRO;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
LEANDRO BRITO SANTOS;TEREZA KELLY GOMES CARNEIRO;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ROBERTO LUIZ SOUZA MONTEIRO;TEREZA KELLY GOMES CARNEIRO;2016;PROPOSTA DE UM ESTUDO COMPARATIVO DE MODELOS DE PRÓTESE DE MÃO PRODUZIDAS EM IMPRESSORA 3D;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2016;QUANTIFYING THE CONTAGION EFFECT OF THE 2008 FINANCIAL CRISIS BETWEEN THE G7 COUNTRIES (BY GDP NOMINAL);ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
MARCUS FERNANDES DA SILVA;MARCUS FERNANDES DA SILVA;2016;QUANTIFYING THE CONTAGION EFFECT OF THE 2008 FINANCIAL CRISIS BETWEEN THE G7 COUNTRIES (BY GDP NOMINAL).;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
HERNANE BORGES DE BARROS PEREIRA;HERNANE BORGES DE BARROS PEREIRA;2016;RDFREE UM MODELO COMPUTACIONAL PARA ANALISAR REDES A PARTIR DE DADOS DA WEB SEMÂNTICA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;LILIAN LEFOL NANI GUARIEIRO;2016;REDE DE COAUTORIA DE PUBLICAÇÕES SOBRE A EMISSÃO DE HPA COM USO DE MISTURAS DIESEL/BIODIESEL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;RODRIGO PEREIRA VIEIRA;2016;REDE DE COAUTORIA DE PUBLICAÇÕES SOBRE A EMISSÃO DE HPA COM USO DE MISTURAS DIESEL/BIODIESEL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LILIAN LEFOL NANI GUARIEIRO;RODRIGO PEREIRA VIEIRA;2016;REDE DE COAUTORIA DE PUBLICAÇÕES SOBRE A EMISSÃO DE HPA COM USO DE MISTURAS DIESEL/BIODIESEL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;JAILSON BITTENCOURT DE ANDRADE;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;LILIAN LEFOL NANI GUARIEIRO;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;ROBERTO LUIZ SOUZA MONTEIRO;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;RODRIGO PEREIRA VIEIRA;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAILSON BITTENCOURT DE ANDRADE;LILIAN LEFOL NANI GUARIEIRO;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAILSON BITTENCOURT DE ANDRADE;ROBERTO LUIZ SOUZA MONTEIRO;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAILSON BITTENCOURT DE ANDRADE;RODRIGO PEREIRA VIEIRA;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LILIAN LEFOL NANI GUARIEIRO;ROBERTO LUIZ SOUZA MONTEIRO;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LILIAN LEFOL NANI GUARIEIRO;RODRIGO PEREIRA VIEIRA;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ROBERTO LUIZ SOUZA MONTEIRO;RODRIGO PEREIRA VIEIRA;2016;REDES DE COLABORAÇÃO CIENTÍFICA DO INCT DE ENERGIA E AMBIENTE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;HERNANE BORGES DE BARROS PEREIRA;2016;REDES SOCIAIS E COMPLEXAS UM MODELO COMPUTACIONAL PARA A INVESTIGAÇÃO DA PÓS-GRADUAÇÃO BRASILEIRA EM ENSINO DE FÍSICA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JORGE LUIZ DOS SANTOS;RENELSON RIBEIRO SAMPAIO;2016;REDES SOCIAIS INFORMAIS E DIFUSÃO DO CONHECIMENTO UMA PROPOSTA DE MODELAGEM EM UM AMBIENTE DE DESENVOLVIMENTO DE PROJETOS DE SOFTWARE.;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
DJANE SANTIAGO DE JESUS;JESSICA GONCALVES DE ANDRADE;2016;RESISTÊNCIA E PROCESSOS EDUCATIVOS NA COMUNIDADE RAPOSA - BAHIA - BRASIL DIÁLOGOS E INTERFACE DO CURRÍCULO ESCOLAR;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
HUGO SABA PEREIRA CARDOSO;HUGO SABA PEREIRA CARDOSO;2016;ROBÓTICA LIVRE NAS ESCOLAS;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;SEABRA E AS ÁGUAS DO RIO COCHÓ.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ALOISIO SANTOS NASCIMENTO FILHO;HUGO SABA PEREIRA CARDOSO;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ALOISIO SANTOS NASCIMENTO FILHO;JOSE GARCIA VIVAS MIRANDA;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ALOISIO SANTOS NASCIMENTO FILHO;MARCELO ALBANO MORET SIMOES GONCALVES;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ALOISIO SANTOS NASCIMENTO FILHO;STELA MARIA AZEVEDO E RIBEIRO;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HUGO SABA PEREIRA CARDOSO;JOSE GARCIA VIVAS MIRANDA;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HUGO SABA PEREIRA CARDOSO;MARCELO ALBANO MORET SIMOES GONCALVES;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HUGO SABA PEREIRA CARDOSO;STELA MARIA AZEVEDO E RIBEIRO;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
JOSE GARCIA VIVAS MIRANDA;MARCELO ALBANO MORET SIMOES GONCALVES;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
JOSE GARCIA VIVAS MIRANDA;STELA MARIA AZEVEDO E RIBEIRO;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
MARCELO ALBANO MORET SIMOES GONCALVES;STELA MARIA AZEVEDO E RIBEIRO;2016;SELF-AFFINITY IN THE DENGUE FEVER TIME SERIES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ALFREDO EURICO RODRIGUES MATTA;EWERTTON CARNEIRO PONTES;2016;SISTEMA DE APOIO A DECISÃO BASEADO EM MODELO INOVADOR DE RPG ONDE OS PERSONAGENS SÃO GRUPOS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ALFREDO EURICO RODRIGUES MATTA;JOSE KARAM FILHO;2016;SISTEMA DE APOIO A DECISÃO BASEADO EM MODELO INOVADOR DE RPG ONDE OS PERSONAGENS SÃO GRUPOS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
EWERTTON CARNEIRO PONTES;JOSE KARAM FILHO;2016;SISTEMA DE APOIO A DECISÃO BASEADO EM MODELO INOVADOR DE RPG ONDE OS PERSONAGENS SÃO GRUPOS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
EDUARDO CHAGAS OLIVEIRA;IVANA LIBERTADORA BORGES CARNEIRO;2016;SOBRE O CARÁTER PERSUASIVO DA ESTRUTURA PANÓPTICA BENTHAM FOUCAULT E AS NOVAS TECNOLOGIAS.;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ALFREDO EURICO RODRIGUES MATTA;EMANUEL DO ROSARIO SANTOS NONATO;2016;SOBRE O PENSAR E O CONHECER NA PESQUISA EMPÍRICA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
MARIA APARECIDA DA SILVA;MARIA APARECIDA DA SILVA;2016;SOBRE-VIVENTES;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
FRANCISCO JOSE ARAGAO PEDROZA CUNHA;HERNANE BORGES DE BARROS PEREIRA;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
FRANCISCO JOSE ARAGAO PEDROZA CUNHA;NUBIA MOURA RIBEIRO;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
FRANCISCO JOSE ARAGAO PEDROZA CUNHA;ROBERTO LUIZ SOUZA MONTEIRO;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HERNANE BORGES DE BARROS PEREIRA;NUBIA MOURA RIBEIRO;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HERNANE BORGES DE BARROS PEREIRA;ROBERTO LUIZ SOUZA MONTEIRO;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
NUBIA MOURA RIBEIRO;ROBERTO LUIZ SOUZA MONTEIRO;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2016;TCE-SERGIPE E A CULTURA.;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
CARLA RENATA SANTOS DOS SANTOS;DJANE SANTIAGO DE JESUS;2016;TECENDO CAMINHOS CIÊNCIA E TECNOLOGIA PARA A INCLUSÃO SOCIAL NO SEMIÁRIDO BAIANO E O CASO DO LICURI.;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLEBEMILTON GOMES DO NASCIMENTO;CLEBEMILTON GOMES DO NASCIMENTO;2016;TECENDO LEITURAS (RE) CONSTRUINDO IDENTIDADES O LUGAR DAS DIFERENÇAS NO ENSINO-APRENDIZAGEM DA LÍNGUA INGLESA.;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
CARLOS CESAR RIBEIRO SANTOS;HERNANE BORGES DE BARROS PEREIRA;2016;TEORIA DE REDES E JOGOS DE INTERPRETAÇÃO DE PAPÉIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CARLOS CESAR RIBEIRO SANTOS;ROSALI BRAGA FERNANDES;2016;TEORIA DE REDES E JOGOS DE INTERPRETAÇÃO DE PAPÉIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
HERNANE BORGES DE BARROS PEREIRA;ROSALI BRAGA FERNANDES;2016;TEORIA DE REDES E JOGOS DE INTERPRETAÇÃO DE PAPÉIS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CARLOS CESAR RIBEIRO SANTOS;CLAUDIA RIBEIRO SANTOS LOPES;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CARLOS CESAR RIBEIRO SANTOS;HERNANE BORGES DE BARROS PEREIRA;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CARLOS CESAR RIBEIRO SANTOS;MARCELO DO VALE CUNHA;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
CLAUDIA RIBEIRO SANTOS LOPES;HERNANE BORGES DE BARROS PEREIRA;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
