No;Ano;Título da Produção;Nome do Autor;Subtipo da Produção;Linha de Pesquisa;Categoria
1526;2016;SOCIAL NETWORK ANALYSIS AS A STRATEGY FOR MONITORING THE DISSEMINATION OF INFORMATION BETWEEN HOSPITALS;ROBERTO LUIZ SOUZA MONTEIRO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1298;2016;TCE-SERGIPE E A CULTURA.;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1203;2016;TECENDO CAMINHOS CIÊNCIA E TECNOLOGIA PARA A INCLUSÃO SOCIAL NO SEMIÁRIDO BAIANO E O CASO DO LICURI.;CARLA RENATA SANTOS DOS SANTOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1241;2016;TECENDO CAMINHOS CIÊNCIA E TECNOLOGIA PARA A INCLUSÃO SOCIAL NO SEMIÁRIDO BAIANO E O CASO DO LICURI.;DJANE SANTIAGO DE JESUS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1222;2016;TECENDO LEITURAS (RE) CONSTRUINDO IDENTIDADES O LUGAR DAS DIFERENÇAS NO ENSINO-APRENDIZAGEM DA LÍNGUA INGLESA.;CLEBEMILTON GOMES DO NASCIMENTO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1210;2016;TEORIA DE REDES E JOGOS DE INTERPRETAÇÃO DE PAPÉIS;CARLOS CESAR RIBEIRO SANTOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1327;2016;TEORIA DE REDES E JOGOS DE INTERPRETAÇÃO DE PAPÉIS;HERNANE BORGES DE BARROS PEREIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1530;2016;TEORIA DE REDES E JOGOS DE INTERPRETAÇÃO DE PAPÉIS;ROSALI BRAGA FERNANDES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1211;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;CARLOS CESAR RIBEIRO SANTOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1215;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;CLAUDIA RIBEIRO SANTOS LOPES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1328;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;HERNANE BORGES DE BARROS PEREIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1442;2016;TEORIA DE REDES PARA ESTUDOS NA ÁREA DE SAÚDE;MARCELO DO VALE CUNHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1534;2016;THE MEANING OF GINGAR FOR WOMEN WITHIN CAPOEIRA ANGOLA;ROSANGELA COSTA ARAUJO;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1202;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;CAMILA DE SOUSA PEREIRA GUIZZO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1237;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;DAVIDSON MARTINS MOREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1329;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1330;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1369;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;JEFFERSON OLIVEIRA DO NASCIMENTO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1438;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1520;2016;THE POSTGRADUATE BRAZILIAN STUDIES IN PHYSICS TEACHING USING COMPLEX NETWORK;ROBERTO LUIZ SOUZA MONTEIRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1367;2016;TRANSDISCIPLINARY PERSPECTIVES IN BIOETHICS A CO-EVOLUTIONARY INTRODUCTION FROM THE BIG HISTORY;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1527;2016;TURISMO DE BASE COMUNITÁRIA NO ANTIGO QUILOMBO CABULA;ALFREDO EURICO RODRIGUES MATTA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1528;2016;TURISMO DE BASE COMUNITÁRIA NO ANTIGO QUILOMBO CABULA;FRANCISCA DE PAULA S DA SILVA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1372;2016;TV NA DIFUSÃO DA EDUCAÇÃO AMBIENTAL.;JESSICA GONCALVES DE ANDRADE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1299;2016;UM BAIANO DE ANGOLA.;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1529;2016;UM MÉTODO PARA ANALISAR A TEMÁTICA DE PERIÓDICOS NA SAÚDE COLETIVA;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1532;2016;UM MÉTODO PARA ANALISAR A TEMÁTICA DE PERIÓDICOS NA SAÚDE COLETIVA;MARCOS GRILO ROSA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1497;2016;UMA INVESTIGAÇÃO DO DESIGN DE PLATAFORMAS DE PAGAMENTOS DIGITAIS ESTUDO COMPARATIVO DE TR~ES SOLUÇÕES BRASILEIRAS;RENELSON RIBEIRO SAMPAIO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1246;2016;UMA PESQUISA SOBRE A VIDA SOCIAL NO ESTADO DA BAHIA - 1930;EDNEI OTAVIO DA PURIFICACAO SANTOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1352;2016;UMA PESQUISA SOBRE A VIDA SOCIAL NO ESTADO DA BAHIA - 1930;JACI MARIA FERRAZ DE MENEZES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1565;2016;UMA PESQUISA SOBRE A VIDA SOCIAL NO ESTADO DA BAHIA - 1930;WILSON ROBERTO DE MATTOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1225;2016;UMA PROPOSTA METODOLÓGICA UTILIZANDO MAPA CONCEITUAL PARA O PROBLEMA DA LOCALIZAÇÃO INDUSTRIAL;CRAIG WAIN MCVEIGH;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1448;2016;UMA PROPOSTA METODOLÓGICA UTILIZANDO MAPA CONCEITUAL PARA O PROBLEMA DA LOCALIZAÇÃO INDUSTRIAL;MARCIO NAKAYAMA MIURA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1498;2016;UMA PROPOSTA METODOLÓGICA UTILIZANDO MAPA CONCEITUAL PARA O PROBLEMA DA LOCALIZAÇÃO INDUSTRIAL;RENELSON RIBEIRO SAMPAIO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1564;2016;UMA PROPOSTA METODOLÓGICA UTILIZANDO MAPA CONCEITUAL PARA O PROBLEMA DA LOCALIZAÇÃO INDUSTRIAL;VALTER DE SENNA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1537;2016;UNA PERSPECTIVA TRANSDISCIPLINAR Y BIOMIMÉTICA A LA EDUCACIÓN PARA LA CIUDADANÍA MUNDIAL. ;JAVIER COLLADO RUANO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1540;2016;UNBALANCING CAPACITY A POSSIBLE WAY OF REDUCING WORK-IN-PROCESS INVENTORY;FRANCISCO UCHOA PASSOS;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1551;2016;UNBALANCING CAPACITY A POSSIBLE WAY OF REDUCING WORK-IN-PROCESS INVENTORY;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1555;2016;UNBALANCING CAPACITY A POSSIBLE WAY OF REDUCING WORK-IN-PROCESS INVENTORY;ROGERIO FLORES DA SILVA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
1521;2016;UTILIZAÇÃO DA IEC-61499 PARA MODELAGEM DO SISTEMA DE CONTROLE DE UM SISTEMA SEPARADOR BIFÁSICO HORIZONTAL;ROBERTO LUIZ SOUZA MONTEIRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1557;2016;VARIANTE DA ENTROPIA DE SHANNON PROPOSTA DE MÉTODO PARA SELEÇÃO DE AMOSTRA DE AÇÕES PARA COMPOR CARTEIRAS DE INVESTIMENTOS EM MERCADO DE CAPITAIS;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1562;2016;VARIANTE DA ENTROPIA DE SHANNON PROPOSTA DE MÉTODO PARA SELEÇÃO DE AMOSTRA DE AÇÕES PARA COMPOR CARTEIRAS DE INVESTIMENTOS EM MERCADO DE CAPITAIS;TATIANA GARGUR DOS SANTOS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1197;2016;XANGÔ E THÉMIS-ESTUDOS SOBRE FILOSOFIA DIREITO E RACISMO;AUGUSTO SERGIO DOS SANTOS DE SAO BERNARDO;LIVRO;;Discente
1252;2016;XIRÊ A BRINCADEIRA LÍRICA (UM LIVRO DE MITO POEMA);EDUARDO DAVID DE OLIVEIRA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1762;2017;8. A GESTÃO PEDAGÓGICA NO CONTEXTO DE REORDENAMENTO DE REDE REGIMES DE TRABALHOS X PROPOSTAS PEDAGÓGICAS;RITA CRISTINA COELHO DE ALMEIDA SANTIAGO;LIVRO;;Discente
1618;2017;A COMUNICAÇÃO AMOROSA E DIALÓGICA NO DESENVOLVIMENTO DO SER MAIS;DANTE AUGUSTO GALEFFI;LIVRO;;Docente
1754;2017;A COMUNICAÇÃO AMOROSA E DIALÓGICA NO DESENVOLVIMENTO DO SER MAIS;PRISCYLLA LINS LEAL;LIVRO;;Discente
1632;2017;A CONTRIBUIÇÃO DA ÉTICA DA RESPONSABILIDADE DE HANS JONAS PARA A DIFUSÃO DO CONHECIMENTO UM OLHAR SOBRE A FORMAÇÃO DE PROFESSORES;EDUARDO CHAGAS OLIVEIRA;LIVRO;;Docente
1740;2017;A CONTRIBUIÇÃO DA ÉTICA DA RESPONSABILIDADE DE HANS JONAS PARA A DIFUSÃO DO CONHECIMENTO UM OLHAR SOBRE A FORMAÇÃO DE PROFESSORES;MARINEUZA MATOS DOS ANJOS;LIVRO;;Discente
1567;2017;A CRIATIVIDADE NAS DANÇAS DE OBALUAIÊ DURANTE O TRANSE NA FESTA DO XIRE;ALESSANDRO MALPASSO;LIVRO;;Discente
1732;2017;A CRIATIVIDADE NAS DANÇAS DE OBALUAIÊ DURANTE O TRANSE NA FESTA DO XIRE;MARIA DE FATIMA HENRIQUE CAMPOS;LIVRO;;Docente
1608;2017;A CULTURA DE PAZ NO SAMBA DE RODA E SEU PROCESSO DE PATRIMONIALIZAÇÃO;CLECIA MARIA AQUINO DE QUEIROZ;TRABALHO EM ANAIS;;Discente
1770;2017;A CULTURA DE PAZ NO SAMBA DE RODA E SEU PROCESSO DE PATRIMONIALIZAÇÃO;ROSANGELA COSTA ARAUJO;TRABALHO EM ANAIS;;Docente
1765;2017;A EXPERIÊNCIA ESTÉTICA NO PAISAGISMO PITORESCO DE JOHN CONSTABLE SOB A ÓTICA DA FILOSOFIA DE JOHN DEWEY;ROBERTO LEON INACIO PONCZEK;TRABALHO EM ANAIS;;Docente
1787;2017;A EXPERIÊNCIA ESTÉTICA NO PAISAGISMO PITORESCO DE JOHN CONSTABLE SOB A ÓTICA DA FILOSOFIA DE JOHN DEWEY;VALTER LUIS DANTAS ORNELLAS;TRABALHO EM ANAIS;;Discente
1686;2017;A INDISSOCIABILIDADE ENTRE ENSINO PESQUISA E EXTENSÃO COMO MÉTODO DE ENSINO UNIVERSITÁRIO E JURÍDICO NO BRASIL UMA EXPERIÊNCIA COM ESTUDANTES DE DIREITO DA UNIVERSIDADE DO ESTADO DA BAHIA CAMPUS XIX CAMAÇARI;JOSE CLAUDIO ROCHA;LIVRO;;Docente
1599;2017;A MODELAGEM COMPUTACIONAL NO ENSINO DE FÍSICA UMA PROPOSTA POR MEIO DA LÓGICA FUZZY;CARINA OLIVEIRA DOS SANTOS;TRABALHO EM ANAIS;;Participante Externo
1658;2017;A MODELAGEM COMPUTACIONAL NO ENSINO DE FÍSICA UMA PROPOSTA POR MEIO DA LÓGICA FUZZY;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;;Docente
1678;2017;A MODELAGEM COMPUTACIONAL NO ENSINO DE FÍSICA UMA PROPOSTA POR MEIO DA LÓGICA FUZZY;JEFFERSON OLIVEIRA DO NASCIMENTO;TRABALHO EM ANAIS;;Participante Externo
1718;2017;A MODELAGEM COMPUTACIONAL NO ENSINO DE FÍSICA UMA PROPOSTA POR MEIO DA LÓGICA FUZZY;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;;Participante Externo
1601;2017;A PRODUÇÃO DO CONHECIMENTO ACADÊMICO-CIENTÍFICO SOBRE UNIDADE DE CONSERVAÇÃO NO BRASIL ENTRE O PERÍODO DE 1998-2015;CLAUDIA PEREIRA DE SOUSA;LIVRO;;Discente
1619;2017;A PRODUÇÃO DO CONHECIMENTO ACADÊMICO-CIENTÍFICO SOBRE UNIDADE DE CONSERVAÇÃO NO BRASIL ENTRE O PERÍODO DE 1998-2015;DANTE AUGUSTO GALEFFI;LIVRO;;Docente
1613;2017;A REVOLUÇÃO DA IMPRESSORA 3D OPEN SOURCE;DAIANA CERQUEIRA BRITO;LIVRO;;Sem Categoria
1702;2017;A REVOLUÇÃO DA IMPRESSORA 3D OPEN SOURCE;LEANDRO BRITO SANTOS;LIVRO;;Participante Externo
1768;2017;A REVOLUÇÃO DA IMPRESSORA 3D OPEN SOURCE;ROBERTO LUIZ SOUZA MONTEIRO;LIVRO;;Docente
1783;2017;A REVOLUÇÃO DA IMPRESSORA 3D OPEN SOURCE;TEREZA KELLY GOMES CARNEIRO;LIVRO;;Participante Externo
1786;2017;A REVOLUÇÃO DA IMPRESSORA 3D OPEN SOURCE;UEDSON SANTOS REIS;LIVRO;;Participante Externo
1590;2017;A UNEB E O OBSERVATÓRIO POPULAR DE POLÍTICAS SOBRE DROGAS ARTICULANDO RAÇA GÊNERO CIDADANIA E GERAÇÃO POR UMA REDE POPULAR NA BAHIA;ANHAMONA SILVA DE BRITO;TRABALHO EM ANAIS;;Discente
1687;2017;A UNEB E O OBSERVATÓRIO POPULAR DE POLÍTICAS SOBRE DROGAS ARTICULANDO RAÇA GÊNERO CIDADANIA E GERAÇÃO POR UMA REDE POPULAR NA BAHIA;JOSE CLAUDIO ROCHA;TRABALHO EM ANAIS;;Docente
1610;2017;ANA LISE DE ESTABILIDADE PARA UMA FORMULAC A O SEMI-DISCRETA H BRIDA ESTABILIZADA APLICADA AO PROBLEMA DO CALOR;CRISTIANE OLIVEIRA DE FARIA;TRABALHO EM ANAIS;;Participante Externo
1614;2017;ANA LISE DE ESTABILIDADE PARA UMA FORMULAC A O SEMI-DISCRETA H BRIDA ESTABILIZADA APLICADA AO PROBLEMA DO CALOR;DAIANA SOARES BARREIRO;TRABALHO EM ANAIS;;Participante Externo
1693;2017;ANA LISE DE ESTABILIDADE PARA UMA FORMULAC A O SEMI-DISCRETA H BRIDA ESTABILIZADA APLICADA AO PROBLEMA DO CALOR;JOSE KARAM FILHO;TRABALHO EM ANAIS;;Docente
1592;2017;ANALISE COGNITIVA INVESTIGANDO O ESTADO DA ARTE;ANTONIO RIBEIRO BOMFIM;TRABALHO EM ANAIS;;Discente
1703;2017;ANALISE COGNITIVA INVESTIGANDO O ESTADO DA ARTE;LELIANA SANTOS DE SOUSA;TRABALHO EM ANAIS;;Docente
1742;2017;ANALISE COGNITIVA INVESTIGANDO O ESTADO DA ARTE;MARISE OLIVEIRA SANCHES;TRABALHO EM ANAIS;;Participante Externo
1593;2017;ANÁLISE COGNITIVA INVESTIGANDO O ESTADO DA ARTE;ANTONIO RIBEIRO BOMFIM;TRABALHO EM ANAIS;;Discente
1704;2017;ANÁLISE COGNITIVA INVESTIGANDO O ESTADO DA ARTE;LELIANA SANTOS DE SOUSA;TRABALHO EM ANAIS;;Docente
1780;2017;APRESENTAÇÃO EPISTEMOLOGIAS MULTIRREFERENCIALIDADE E CONSTRUÇÃO DO CONHECIMENTO;TERESINHA FROES BURNHAM;LIVRO;;Docente
1604;2017;APROXIMAÇÕES ENTRE FILOSOFIA E FÍSICA UMA INTERPRETAÇÃO SPINOZISTA DAS VARIÁVEIS OCULTAS DE DAVID BOHM;CLAUDIO DE SOUZA ROCHA;LIVRO;;Discente
1766;2017;APROXIMAÇÕES ENTRE FILOSOFIA E FÍSICA UMA INTERPRETAÇÃO SPINOZISTA DAS VARIÁVEIS OCULTAS DE DAVID BOHM;ROBERTO LEON INACIO PONCZEK;LIVRO;;Docente
1598;2017;ARTE E RELIGIOSIDADES (RE) CONSTRUÇÕES DE ESPAÇOS IMAGINARIOS E RITUAIS.;BEATRIZ RAMOS DE VASCONCELOS COELHO;LIVRO;;Participante Externo
1657;2017;ARTE E RELIGIOSIDADES (RE) CONSTRUÇÕES DE ESPAÇOS IMAGINARIOS E RITUAIS.;HELENISE MONTEIRO GUIMARAES;LIVRO;;Participante Externo
1733;2017;ARTE E RELIGIOSIDADES (RE) CONSTRUÇÕES DE ESPAÇOS IMAGINARIOS E RITUAIS.;MARIA DE FATIMA HENRIQUE CAMPOS;LIVRO;;Docente
1633;2017;AS ATRIBUIÇÕES DA (NUPER-)RETÓRICA ARGUMENTAÇÃO E PERSUASÃO EM CONTEXTO(S) MULTIMIDIÁTICO(S);EDUARDO CHAGAS OLIVEIRA;LIVRO;;Docente
1685;2017;AS CATEGORIAS DE PERCEPÇÃO DE PIERCE E A APRENDIZAGEM SIGNIFICATIVA DE DAVID AUSUBEL;JOABSON GUIMARAES DA SILVA;LIVRO;;Discente
1635;2017;AS FILOSOFIAS AFRICANAS CONTEMPORÂNEAS NA PROBLEMATIZAÇÃO DA VIOLÊNCIA EPISTÊMICA NO BRASIL;EDUARDO DAVID DE OLIVEIRA;LIVRO;;Docente
1710;2017;AS FILOSOFIAS AFRICANAS CONTEMPORÂNEAS NA PROBLEMATIZAÇÃO DA VIOLÊNCIA EPISTÊMICA NO BRASIL;LUIS CARLOS FERREIRA DOS SANTOS;LIVRO;;Discente
1655;2017;AS FUNÇÕES PÚBLICAS DA AGRICULTURA FAMILIAR E ESTRATÉGIAS DE SUPERAÇÃO DA POBREZA EXTREMA NA CHAPADA DIAMANTINA SEMIÁRIDO DA BAHIA;GUSTAVO BITTENCOURT MACHADO;TRABALHO EM ANAIS;;Docente
1675;2017;AS MULHERES ÁRBITRAS DE FUTEBOL TECNOLOGIAS DE GÊNERO E DIVISÃO SEXUAL DO TRABALHO;INEILDES CALHEIROS DOS SANTOS;LIVRO;;Discente
1569;2017;ASPECTOS EPISTEMOLÓGICOS DAS TECNOLOGIAS DE INFORMAÇÃO VIRTUAL;ALFREDO EURICO RODRIGUES MATTA;LIVRO;;Docente
1630;2017;ASPECTOS EPISTEMOLÓGICOS DAS TECNOLOGIAS DE INFORMAÇÃO VIRTUAL;EDNEI OTAVIO DA PURIFICACAO SANTOS;LIVRO;;Discente
1642;2017;ASPECTOS EPISTEMOLÓGICOS DAS TECNOLOGIAS DE INFORMAÇÃO VIRTUAL;FRANCISCA DE PAULA S DA SILVA;LIVRO;;Docente
1746;2017;AVALIAÇÃO DO POTENCIAL ANTIOXIDANTE DE GRÃOS VERDES VIGNA UNGUICULATA L. WALP CAJANUS CAJAN L. E LABLAB PURPUREUS L. SWEET SUBMETIDAS A TRATAMENTO TÉRMICO;NUBIA MOURA RIBEIRO;TRABALHO EM ANAIS;;Docente
1788;2017;AVALIAÇÃO DO POTENCIAL ANTIOXIDANTE DE GRÃOS VERDES VIGNA UNGUICULATA L. WALP CAJANUS CAJAN L. E LABLAB PURPUREUS L. SWEET SUBMETIDAS A TRATAMENTO TÉRMICO;WAGNA PILER CARVALHO DOS SANTOS;TRABALHO EM ANAIS;;Participante Externo
1570;2017;CADERNO DE RESUMOS CONGRESSO DA UFBA PESQUISA ENSINO E EXTENSÃO;ALFREDO EURICO RODRIGUES MATTA;TRABALHO EM ANAIS;;Docente
1580;2017;CADERNO DE RESUMOS CONGRESSO DA UFBA PESQUISA ENSINO E EXTENSÃO;AMILTON ALVES DE SOUZA;TRABALHO EM ANAIS;;Discente
1755;2017;CANDOMBLÉ UMA AFRORRESISTÊNCIA CULTURAL E POLÍTICA BRASILEIRA DE MATRIZES AFRICANAS;REGIA MABEL DA SILVA FREITAS;LIVRO;;Discente
1625;2017;CLUBE DE ROBÓTICA AUTONOMIA E PROTAGONISMO JUVENIL POR MEIO DE ATIVIDADE COMPLEMENTAR NA ESCOLA;DEBORA ABDALLA SANTOS;TRABALHO EM ANAIS;;Participante Externo
1669;2017;CLUBE DE ROBÓTICA AUTONOMIA E PROTAGONISMO JUVENIL POR MEIO DE ATIVIDADE COMPLEMENTAR NA ESCOLA;HUGO SABA PEREIRA CARDOSO;TRABALHO EM ANAIS;;Docente
1700;2017;CLUBE DE ROBÓTICA AUTONOMIA E PROTAGONISMO JUVENIL POR MEIO DE ATIVIDADE COMPLEMENTAR NA ESCOLA;JOSUALDO JUNIOR DIAS DA SILVA;TRABALHO EM ANAIS;;Participante Externo
1597;2017;COMENTÁRIOS AO ESTATUTO DA IGUALDADE RACIAL E COMBATE À INTOLERÂNCIA RELIGIOSA DO ESTADO DA BAHIA LEI N. 13.182?2014;AUGUSTO SERGIO DOS SANTOS DE SAO BERNARDO;LIVRO;;Discente
1628;2017;COMMUNITY DETECTION IN VISIBILITY NETWORKS AN APPROACH TO CATEGORIZE PERCUSSIVE INFLUENCE ON AUDIO MUSICAL SIGNALS.;DIRCEU DE FREITAS PIEDADE MELO;LIVRO;;Discente
1659;2017;COMMUNITY DETECTION IN VISIBILITY NETWORKS AN APPROACH TO CATEGORIZE PERCUSSIVE INFLUENCE ON AUDIO MUSICAL SIGNALS.;HERNANE BORGES DE BARROS PEREIRA;LIVRO;;Docente
1643;2017;CONFIGURAÇÕES EPISTEMOLÓGICAS UM ENSAIO SOBRE O CONHECIMENTO PRODUZIDO NAS COMUNIDADES DE PRÁTICA;FRANCISCA DE PAULA S DA SILVA;LIVRO;;Docente
1676;2017;CONFIGURAÇÕES EPISTEMOLÓGICAS UM ENSAIO SOBRE O CONHECIMENTO PRODUZIDO NAS COMUNIDADES DE PRÁTICA;IVANA CAROLINA ALVES DA SILVA SOUZA;LIVRO;;Discente
1696;2017;CONSEJO MUNICIPAL DE EDUCACIÓN DE FEIRA DE SANTANA EL CONTEXTO DE LA PRODUCCIÓN DE LOS TEXTOS OFICIALES';JOSE WELLINGTON MARINHO DE ARAGAO;TRABALHO EM ANAIS;;Docente
1775;2017;CONSEJO MUNICIPAL DE EDUCACIÓN DE FEIRA DE SANTANA EL CONTEXTO DE LA PRODUCCIÓN DE LOS TEXTOS OFICIALES';SELMA BARROS DALTRO DE CASTRO;TRABALHO EM ANAIS;;Participante Externo
1777;2017;CONSEJO MUNICIPAL DE EDUCACIÓN DE FEIRA DE SANTANA EL CONTEXTO DE LA PRODUCCIÓN DE LOS TEXTOS OFICIALES';SOLANGE MARY MOREIRA SANTOS;TRABALHO EM ANAIS;;Participante Externo
1736;2017;DA ARTICULAÇÃO DE SABERES AO EMPODERAMENTO DE GRUPOS POPULARES ESTUDO DAS ESTRATÉGIAS DE CONSTRUÇÃO DO CONHECIMENTO EM INCUBADORAS UNIVERSITÁRIAS DE ECONOMIA SOLIDÁRIA. IN II SEMINÁRIO INTERNACIONAL DE ANÁLISE COGNITIVA;MARIA INES CORREA MARQUES;TRABALHO EM ANAIS;;Docente
